dataset,image,engine,time_sec,text_length,predicted_text
english_scanned,83443897.png,paddle,0.0,33,ERROR: Unknown argument: show_log
english_scanned,83443897.png,doctr,4.725,1157,"JAN 11 '99 16:29 FR 8220 TO 3212H128557HC02H P.01 FAX TRANSMISSION DICKSTEIN SHAPIRO MORINE OSHINSKY LP DATE: January 11, 1999 CLIENT NO.: L8557.002 MESSAGE TO: Dewey' Tedder COMPANY; Lorillard Tobacco Company FAX NUMBER: 336/373-6917 PHONE: 336/373-6750 FROM: Andy Zausner and Rob Mangas PHONE: 202/828-2259 and 202/828-2241 PAGES (including Cover Sheet): 2. HARD COPY TO FOLLOW: YES X NO MESSAGE: The following is for your review. JAN 12 1999 Ify your reccipt oft this transmission is in error, please notify this firm immediarely by collect call to our Facsimile Department at. 202-861-9106, and send the original transmission to us by return mail at the addrcss below, This transmission is intended for the sole use of the individual and entity to whom it is addressed, and may contain information that is privileged, confidential and cxcmpt from disclosure under applicable law. You are bereby notified that any dissemination, discribution or duplication of this transmission by somcone other than the intended addressec or its designated agent is strictly prohibited. A   2101 L: Street NW Washington, DC 20037-1526 Tel: 202-785-9700 Fax: 202-887-0689"
handwritten_english,c04-116-01.jpg,tesseract,0.215,88,"writer. He writes with Tolchard Evans, Compose fr Df ""Lady of Spain” and other bla hits."
handwritten_english,c04-116-01.jpg,easyocr,1.715,90,"Driler He wriles wilh Tolchard Ewns, compose r DF 11 'Lady of Spain 1v and olher hits_ blg"
handwritten_english,c04-116-01.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-116-01.jpg,doctr,1.682,87,"writer. He writes with Tolchard Evans, composer Df 1 Lady of Spain' and olher blg hits."
handwritten_english,c04-116-02.jpg,tesseract,0.224,86,"lelch, os he is unown in Tin Pan Alley, lines songs with a month in the tile. He wrote"
handwritten_english,c04-116-02.jpg,easyocr,1.45,86,"Ikh , 1 4$ he is KnoWn in Pan liues Songs wilh & monlh in Ihe tile. He wrote Tin Alley"
handwritten_english,c04-116-02.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-116-02.jpg,doctr,1.761,87,"lolch, as he is unown in Tin Pan Alley, lines Songs with a mon th I the tille. He wrote"
handwritten_english,c04-134-00.jpg,tesseract,0.189,58,the yum ors jye Lu de Cot hap ol Lhe Prave” “Mey of Hareb”
handwritten_english,c04-134-00.jpg,easyocr,1.397,61,"(hx Ix2 lu de  ""Sotlad Ve ) 38 Har_beu 2 Mumbers aMen Bc &v e"
handwritten_english,c04-134-00.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-134-00.jpg,doctr,1.669,60,The yumbers inelude >ec laya fhe Brave > Mey * of Harle th )
handwritten_english,c04-134-01.jpg,tesseract,0.214,57,"Ne Yawara’s bound,” a breeys heeves” and bag lis boce.” /"
handwritten_english,c04-134-01.jpg,easyocr,1.163,67,"77 1 Mz Nawarals bovzd , Qeeves  21 2) Eng %sl hose_ 1) leems = 9nd"
handwritten_english,c04-134-01.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-134-01.jpg,doctr,1.633,63,77 1 11 >) 1/ Me Va wara's bayd areeys) leeves dyd Englsh hose.
handwritten_english,c04-134-03.jpg,tesseract,0.193,60,She peas lhe pessenive wuather of a way whose bobby revw Les
handwritten_english,c04-134-03.jpg,easyocr,1.156,55,She pkas We ulher d a nan rev fvcs blly whosc Kossesive
handwritten_english,c04-134-03.jpg,paddle,0.001,33,ERROR: Unknown argument: show_log
handwritten_english,c04-134-03.jpg,doctr,1.659,63,She plays lhe possessive aal her DV a uay A a 30 holby revolves
handwritten_english,c04-134-04.jpg,tesseract,0.168,23,loll’ 3 loahe . Cound A
handwritten_english,c04-134-04.jpg,easyocr,0.698,20,4 bo}y' $ bube roind
handwritten_english,c04-134-04.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-134-04.jpg,doctr,1.5,18,round doil S house
handwritten_english,c04-134-05.jpg,tesseract,0.224,56,FHUREE people will be dif notscol I tog ahs ” Like Liye”
handwritten_english,c04-134-05.jpg,easyocr,1.365,55,"The FE be kyf nolscsl 1 trshks  "" Like liv? W; 2I Pxpte"
handwritten_english,c04-134-05.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-134-05.jpg,doctr,1.454,25,THREE plopde be Ascel y f
handwritten_english,c04-134-06.jpg,tesseract,0.156,11,"CBRE, 0.157"
handwritten_english,c04-134-06.jpg,easyocr,0.395,14,) 10 .IS Cbe €
handwritten_english,c04-134-06.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-134-06.jpg,doctr,1.467,14,( € 0.15  BB 1
handwritten_english,c04-150-03.jpg,tesseract,0.197,52,"Novalrenr stone The Cameo, ployed cortavously Ou lic"
handwritten_english,c04-150-03.jpg,easyocr,1.411,53,Novtlen eRoue.Tle Cueuevos played eutiu OU uously Wis
handwritten_english,c04-150-03.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-150-03.jpg,doctr,1.642,48,I Jovt Wem ehaue.Tle aluero ployed 1 lou - a uis
handwritten_english,c04-150-04.jpg,tesseract,0.164,0,
handwritten_english,c04-150-04.jpg,easyocr,1.203,52,"Gragy 4aee aud dstluote, ba_}led exes . stwppad Tuey"
handwritten_english,c04-150-04.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-150-04.jpg,doctr,1.524,52,"Gaaa Gace aud ohstluate,ha Plled eyes. Tuey stripped"
handwritten_english,c04-150-05.jpg,tesseract,0.202,44,Kner of bis uate lathle-deess f. Reore ur Co
handwritten_english,c04-150-05.jpg,easyocr,1.237,36,"Wu 0 Lks u3l& btle-dress, t Qeole Uu"
handwritten_english,c04-150-05.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-150-05.jpg,doctr,1.556,35,A a N aftle dress to leaue Wuee dor
handwritten_english,c04-150-06.jpg,tesseract,0.152,0,
handwritten_english,c04-150-06.jpg,easyocr,1.1,42,"ulot ke 4s& a Rrqutesed ubw lad ' RKe , Wy"
handwritten_english,c04-150-06.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-150-06.jpg,doctr,1.534,44,whol le was - ffer a Angutened loywlo lo a 5
handwritten_english,c04-150-07.jpg,tesseract,0.149,2,lo
handwritten_english,c04-150-07.jpg,easyocr,0.251,8,Sisloxl>
handwritten_english,c04-150-07.jpg,paddle,0.001,33,ERROR: Unknown argument: show_log
handwritten_english,c04-150-07.jpg,doctr,1.395,3,5 (
handwritten_english,c04-165-00.jpg,tesseract,0.213,45,"The C2 veplaced “What's Mg Line“ “and "" Be Us"
handwritten_english,c04-165-00.jpg,easyocr,1.133,45,Xj The Alm Whals My Line? and Be Yeplaced 9y)
handwritten_english,c04-165-00.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-165-00.jpg,doctr,1.633,51,"The film Yeplaced ""  hats llg Line?"" and J' Be - Hy"
handwritten_english,c04-165-01.jpg,tesseract,0.207,68,> § Nn iCiQ Cvic C eke n Po - Oo se CQ he S 2 Yn mM YQ {’ pyog es Gu
handwritten_english,c04-165-01.jpg,easyocr,1.395,48,Guest  programm<s Jecau Se- of an ele clricians'
handwritten_english,c04-165-01.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
handwritten_english,c04-165-01.jpg,doctr,1.535,46,Guest Yogrammes becaus Se of an ele cericia ns
noisy_receipts,X51005230659.jpg,tesseract,0.475,466,"SWC ENTERPRISE SDN BHD ay (1125830-V)  no. 5-7, Jalan Mahagoni 7/1, Sekysen 4, Bandar Utama, 44300 Batang Kali, Selangor.  Tel : 03-6057 1377  TAX INVOICE (GST ID No. : 002017808384) 08/01/2018 Cashier: 123 11:07:06 No 30100080332  Ttem/Desc. Qty Price Amt. - 20X30 BEG 1KG91X30} 20X30 1kK6 i 8.00 8.00  Total Qty : 1 TOTAL AMOUNT 8.00 CASH 10.00 CHANGE 2,00 G 26% Included In Tatel 0.45  Thank You ! Please Come Again !  Goods Sold Gnly Exchangable Within 3 Days} —"
noisy_receipts,X51005230659.jpg,easyocr,4.848,430,"SWC ENTERPRISE SDN BHD (1125830-V) NO . 5-7, Jalan Mahagoni 7/1, Sekysen 4, Bandar Utama, 44300 Batang Kali, Selangur. Tel 03-6057 1377 TAX INNCCE (GST ID No 002017808384) 08/01/2018 Cashier: 123 11:07.06 No:0100080332 Item/Desc . Price Amt. Zox3o BEG 1KG91XJo) Zox3o 1KG 8.00 8.0Q Total TOTAL AMOUNT 8.00 CASH 10.00 CHANGE 2.00 34o Wtuded J Tatel 0.45 Thank You Please Come Again Goods Sold Only Exchangable Within 3 Days Qty Qty"
noisy_receipts,X51005230659.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
noisy_receipts,X51005230659.jpg,doctr,2.766,451,"SWC ENTERPRISE SDN BHD (1125830-V) NO. 5-7, Jalan Mahagoni 7/1, Sekysen 4, Bandar Utama, 44300 Batang Kali, Selangor. Tel : 03-6057 1377 TAX INVOICE (GST ID No. : 002017808384) 08/01/2018 Cashier: 123 11:07:06 No:0100080332 Item/Desc. Qty Price Amt. 20X30 BEG 1KG91X30) 20X30 1KG 1 8.00 8.00 Total Qty : 1 TOTAL AMOUNT 8.00 CASH 10.00 CHANGE 2.00 G 26%0 InciudedIn Totel 0.45 Thank You ! Please Come Again ! Goods Sold Only Exchangable Within 3 Days :"
noisy_receipts,X51005806719.jpg,tesseract,0.752,689,"POSTED  SATU KAMPUNG ENTERPRISE SDN BHD (1127686-k) NO.42, PASAR BORONG SELANGOR: JALAN PUTRA PERMAI,  43300 SERI KEMBANGAN, SELANGOR TEL : 03-8938 2188 SATUKAMPUNGESB@GMAIL..COM GST ID : 000816205824  eee eT AX' INVOICE See Doc No » €S00039037 Date: 13/01/201, Cashier » USER Time: 2337.00 Salesperson © Ref: ee ccc) tem ty S/Price__S/Price_ Amount V1 KITO1 3 19.81 21.00 63.00 Sk KITCHENWARE Ws 3 !”:~*C Total Sales (Exciuding GST) : 59.42 Discount : G00 TotalGST . Shai? Rounding : 0.00 Total Sales (Inclusive of GST) : ) CASH : F Change : 7.00  POSTED IARY es ae % Amt(RM) = Tax (RM) 6 59.43 3.87 | “SDN BHD Total: $843 ST 956-H Sp ae ‘SAR BORONG  Os  _D ARE NOT RETURNABLE, THANK YoU."
noisy_receipts,X51005806719.jpg,easyocr,8.09,643,"SATU KAMPUNG ENTERPRISE POSTED) SDN BHD (1127686-K) NO.42, PASAR BORONG SELANGOR' JALAN PUTRA PERMAI, 43300 SERI KEMBANGAN, SELANGOR TEL 03-8938 2188 SATUKAMPUNGESB@GMAII COM GST ID 000816205824 IAX INVQICE Doc No CS00039037 Dale. 13101221 Cashier USER Tinie' 23 37 0Q Salesperson Ref (GST) (GST) Item S Price SIPrice Amouni I Kito1 19.81 21.00 63.0u Sk KITCHENWARE Tolal 63 OH) Total Sales (Exciuding GST) 54.42 Discount U j0 Total GST 3.&7 Rounding 0.@d) Total Sales (Inclusive of GST) 63 00 CASH 70 70 Change 7.00 IARY % Aint LRM Tax (Fm) 6 59. 43 3.57 SDN BHD Total 59.43 3.37 956-H ISAR BORONG 0 ARE NOT RETURNABLE, THIANK Yju Qty: POSTED"
noisy_receipts,X51005806719.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
noisy_receipts,X51005806719.jpg,doctr,3.407,666,"FOSTED SATU KAMPUNG ENTERPRISE SDN BHD (1127686-K) NO.42, PASAR BORONG SELANGOR JALAN PUTRA PERMAI, 43300 SERI KEMBANGAN, SELANGOR TEL:03-8938 2188 SATUKAMPUNGESBOGMAIL.CM GST ID : 000816205824 TAX INVOICE Doc No. CS00039037 Date: 13/01/201, Cashier - USER Time: 2337.00 Salesperson : Ref: (GST) (GST) Item Qty S/Price S/Price Amouni Tax KITO1 3 19.81 21.00 63.00 SR KITCHENWARE Total Qty: 3 6300 Total Sales (Exciuding GST) : 59.43 Discount : 0.00 Total GST - 3.57 Rounding : 0.00 Total Sales (Inclusive of GST) : 63.00 CASH : 70.00 Change : 7.00 POSTED 1ARY % Amt (RM) Tax(RM) 6 59.43 3.57 SDN BHD Total: 59.43 3.57 956-H SAR BORONG D ARE NOT RETURNABLE, THANK YOu"
noisy_receipts,X51006248253.jpg,tesseract,0.534,512,"Dream Arts  L 2-047, LEVEL 2, VIVACITY MEGAMALL, JALAN WAN ALWI, 93350 KUCHING  GST Reg.: 000168861696  Document No. : T02035040 Date : 29/03/2018 07:35:38 PM Terminal : TO2  --Garchier : CASHIERO1  U. PRICE Disc AMOUNT  L123 ANDROID USB CABLE (CODE15) 1 UNIT ~ 15.00 0.00 15.00  Sub Total (Exclusive GST) : GST 6% : Rounding Adjustment :  Rounded Total (RM):  Cash  GST Summary Amount(RM)  SR @ 6% : THANK YOU AND PLEASE COME AGAIN Goods sold cannot be retumed & payment not refundable.  Happy Shopping with us."
noisy_receipts,X51006248253.jpg,easyocr,8.572,540,"Dream Arts L2-047, LEVEL 2, VIVACITY MEGAMALL, JALAN WAN ALWI, 93350 KUCHING GST 000168861696 Document No: T02035040 Date 29/03/2018 07:35.38 PM Terminal T02 Ca_hier CASHIERO1 DESC U. PRICE Disc AMOUNT QTY RM RM L123 ANDROID USB CABLE (CODE1S) 1 UNIT 15.00 0.00 15.00 Sub Total (Exclusive GST) 14.15 GST 6% 0.85 Rounding Adjustment O.00 Rounded Total (RM): 15.00 Cash 15.00 GST Summary Amount(RM) Tax(Rm) SR 6% 14.15 0.85 THANK YOU AND PLEASE COME AGAIN Goods sold cannot be returned & paymenl nol refundable: Shopping with us. Reg: : Happy"
noisy_receipts,X51006248253.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006248253.jpg,doctr,3.073,558,"Dream Arts L 2-047, LEVEL 2, VIVACITY MEGAMALL, JALAN WAN ALWI, 93350 KUCHING GST Reg.: 000168861696 Document No. : TO2035040 Date : 29/03/2018 07:35:38 PM Terminal: : TO2 Cashier : CASHIERO1 DESC U. PRICE Disc AMOUNT QTY RM RM L123 ANDROID USB CABLE (CODE15) 1 UNIT * 15.00 0.00 15.00 Sub Total (Exclusive GST): 14.15 GST 6% : 0.85 Rounding Adjustment : 0.00 Rounded Total(RM): 15.00 Cash 15.00 GST Summary Amount(RM) Tax(RM) SR @ 6% 14.15 0.85 THANK YOU AND PLEASE COME AGAIN. Goods sold cannot be returned & payment not refundable. Happy Shopping with us."
noisy_receipts,X51006311714.jpg,tesseract,0.479,336,” Prono § Thank You For Shopping At Guardian All Agounts Are in RH Goods sold are non-refundable. Dispensed medicines sold are not returnable. All exchanges and returns including Guardian brand products must be made within 7days with original receipts and PrOgUct in original condition. §t:8500 Ctr2 10:2005 TaxInv:55488 12525 OL /01/18
noisy_receipts,X51006311714.jpg,easyocr,9.187,769,2620:nJ Euardian Kealth And Feauty Sdn Ehd GOlARIS  #aquNT KIARA Nd.8 & 1O: GF SOLARIS VOUNT KUARA ZLN BOLARIS 5 Tel:03-62057941 Compary Reg #1101083-T GST  Feg #000855874816 RH 121092943 FFEEHAX EXYCH 602 22.44 8 SUBTOTAL 22.44 ROUNDING   ADJUSTMENTS 0.01 TOTAL } (GS7 INCI) 22.45 Visa Card 22.45 Trare Mo. 016036 CARD NO. 4617728**38*2105 Qurier   Name YOR SAVINGS fof TowaY 3.96 GST Fate ~__GST Excl GST  Art 8 6k 21.17 1.2 Promo price items Tharik You For   aoFpirg At Guardian Ail Gounts Are in RH Goods sold are non-refundable. Dispensed medicines sold are nt returnable: Al1 exchanges ad returrs including Guardian brand products Iust be lade within 'days with original receipts ad Froduct In original condition: st:8300 Ctr 2 ID:2005 TaxInv:53488 12:23 01/01/18
noisy_receipts,X51006311714.jpg,paddle,0.001,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006311714.jpg,doctr,3.64,768,V : : - : Guardian Health And Beauty Son Bhd SOLARIS MOUNT KIARA NO.8 & 10: GF SOLARIS MOUNT KUARA JLN SOLARIS 5 Tel:03-62057941 Company Reg #1101083-T GST Reg #000899874816 RM 121092943 FREEMAN BK/CH 60Z A 22.44 S SUBTOTAL 22.44 ROUNDING ADJUSTMENTS 0.01 TOTAL (GST INCL) 22.45 Visa Card 22.45 Trace No. 016036 CARD NO. 461772XXXXXX2105 Owner Name YOUR SAVINGS FOR TODAY 3.96 GST - Rate GST Excl - GST Amt S 62 21.17 1.27 A Promo price items Thank You For Shopping At Guardian All Amounts Are in RM Goods sold are non-refundable. Dispensed medicines sold are not returnable. All exchanges and returns including Guardian brand products must be made within 7days with original receipts and product in original condition. St:8300 Ctr2 ID:2005 TaxInv:53488 12:23 01/01/18
noisy_receipts,X51006387950.jpg,tesseract,0.437,434,AMANO MALAYSIA SON BHD (682288-V ) 12 JALAN PENGACARA U1/48 TEMASYA INDUSTRIAL PARK 40150 SHAH ALAM SELANGOR TEL: 03-55695002/5003  eo 10: 001137704960 )  TAX INVOICE  P/S #02 A INV-No. 00023004 17000134 T/O #11 Ticket No. 020622 Entry Time 30/04/2017 (Sun) 21:45 Paid Time 30/04/2017 (Sin) 22:49  Parking Time 1:04 Type Rate A RM1.00 Park ing Fee RMO. 94 GST(Included) 6.00 % alowe 4 Total M1.00 Paid RM1.00 Change R410.00  Thank You
noisy_receipts,X51006387950.jpg,easyocr,4.712,437,{ESRz AMANO MALAYSIA SON BHD (682288-V ) 12 JAI AN FENGACARA U1/48 TEMASYA   INUSTRIAL PARX 40150 SHH ALAM SEL ANGCR TE : 03-55693002/503 (CST  ID: Q1137/040 ) TAX INOIC P/S 12 A IN-N: 02304417000134 T/d 41 - Tickel N U26Z2 Enty Tiire 30/04/2017 (s) 21.45 Paid Time 9//1 (Sn) 2: 4g Park ing 1;04 Type Rale RMI. 0 Park Fee Fm. 94 GST ( Irclukd _ 6.0 R.665 =52 Tota1 01 0 0 Paid RM1 . 0 0 cange RMO _ 0 0 Tark Yau Irclusive 62 GST Tile ing
noisy_receipts,X51006387950.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006387950.jpg,doctr,2.671,444,a AMANO MALAYSIA SON BHD 682288-V) 12 JALAN PENGACARA U1/48 TEMASYA INDUSTRIAL PARK 40150 SHAH ALAM sal ANGOR TEL: 03-55695002/5003 (GST ID: 001137704960) TAX INVOICE P/S #02 A INV-No.0002300417000134 T/D #11 Ticket No.029622 Entry Time 30/04/2017 (Sn) 21:45 Paid Time 30/04/2017 (Sun) 22:49 Parking Time 1:04 Type Rate A RM1.00 Parking Fee RMO.94 GST(Included) 6.00 % RMO.06/ - Total RM1.00 Paid RM1.00 Change RMO.00 Thank You Inclusive 6% GST
noisy_receipts,X51006387973.jpg,tesseract,0.804,926,"IN  Your order ‘number j is  163  Gerbang Alaf Re <curants Sdn Bhd (65357 -M) formerly known as Golden Arches Restaurants Sdn Bhd Licensee of McDonald's Level 6, Bangunan TH, Damansara Uptown3 No.3, Jalan $$21/39,47400 Petaling vaya Selangor (GST ID No: 000504664064) NcDonald's Kota Damansara DT(#178) Tel No. 03-615*-2180 TAX INVOICE  MFY Side | INV#.00178020001"" a -REG #2 J17 13:29:56 QTY Tif TOTAL 1 L DbleCheese 11.10 i! Coke NO Ice iL Fries * Doub leCheese 7.70 | L AyamGoreng 15526 L Co’ 01 L Fr oes 1 L 9Nuggets 13.10 | Honey Mustard Sauce French Cheese Sauce 1 L Coke NO Ice L Fries -Eat-In Total (incl GST) 47,15 Total Rounded Gash Tendered 100.00 Change 52.85 UTAL .WCLUDES 6% GST 2.67 S. +t) ie  We'd love to hear your feedback!  Visit www.medfeedback .com.my OR Download My McD Feedback from Google Play/App Store  to share your experience Thank You and Please Come Again. Customer Service Hotline : 03-2726-5600"
noisy_receipts,X51006387973.jpg,easyocr,10.895,914,"Your order"" rumber is 163 Gerbang Alaf Rv '&#rants Sdn Bhd (6535, -M) formerIy known as Go}den Archies Restaurants Sdn Bhd Licensee of McDonaId 's Leve1 6 Bangunan TH Damansara Uptoln3 No,.3 , Jalan SS21/39,47400 Petaling Jaya Selangor (GST   ID No: 000504664064) McDonaId 's Kota Damansara DT(#178) Tel No _ 03-6 '52-2180 TAX INVOIC_ MFY Side Inv# 00178020001 = O30 REG #2 -017 13.29;56 Qiy ITLi TOTAL Db leCheese 11,10 Coke NO   Ice 1 L Frjes Doub leCheese 7,70 L AyamGnreng 15,25 L Co' NO 1 L Fr 25 gNuggets 13.10 Honey Mustard Sauce French Cheese Sauce L Coke NO Ice L Fries Eat-In Total (inc] GST) 47.15 Tota] Rounded 47.75 Cash % 100 . 00 Change 52 .85 0fa' 'LLUDES 6% GST 2,67 41-1$ We 'd  Iove to hear your feedback ! Visit WHw mcdfeedback .com . my OR Down load My McD Feedback from Google /App Store to share your experience Thank  You and Please Come Again_ Customer Service Hot ] ine 03-2726-5600 Playe"
noisy_receipts,X51006387973.jpg,paddle,0.001,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006387973.jpg,doctr,4.365,922,"Your order rumber is 163 Gerbang Alaf Restaurants Sdn Bhd (65351-M) formerly known as Golden Arches Restaurants Sdn Bhd Licensee of McDonald's Level 6, Bangunan TH, Damansara Uptown3 No.3, Jalan SS21/39,47400 Petaling Jaya Selangor (GST ID No: 000504664064) McDonald's Kota Damansara DT(#178) Tel No. 03-6'5f-2180 TAX INVOIC: MFY Side 1 INV# 001780200017 ORD -REG #2 2017 13:29:56 QTY ITEA TOTAL 1 L DbleCheese 11.10 1 L Coke NO Ice 1 L Fries 1 DoubleCheese 7.70 1 L AyamGoreng 15.25 1 L Co' NO I 1L Fr es 1 L 9Nuggets 13.10 1 Honey Mustard Sauce 1 French Cheese Sauce 1 L Coke NO Ice 1 L Fries Eat-In Total (incl GST) 47.15 Total Rounded 47.15 Cash T au 100.00 Change 52.85 TOTAL NCLUDES 6% GST 2.67 V 47-15 We'd love to hear your feedback! Visit ww.ncodfedback.com.ny OR Download My McD Feedback from Google Play/App Store to share your experience Thank You and Please Come Again. Customer Service Hotline : 03-2726-5600"
noisy_receipts,X51006388068.jpg,tesseract,0.339,15,ror 34 fu de  i
noisy_receipts,X51006388068.jpg,easyocr,10.249,658,"Sn: Bhd. 9p017925h2 Sek U? Shah Alam CST Np 001?51645696 D5/ed400827/36805 11/05717 10 73; SALAD BuLAT 0.38 6. DO ShlAD BUlAT POSTED 0.335 x &.0D 21 7 SIEW FAR Chdy PKt 1 X 2.D0 nn 7 NESTWM ALL FANILY CEREAL QRI S/P 25n5 1 X 4.15 DAuN BANANC 0.11 X L0.91 DhWn KETWHBAR THAI 0.115 18.96 ALISHAN FrWIt COCKTAZL 8366 2 % 5.55 ""1 On MIGHTY MARK BLEACH i0L J X iI50 34 7n hIGhTY MARK @IshWASH 11L 2 % l1.50 Dn No -f -`m: 17 Subootal Incl EST RM Rounding:Rm Total Incl: CST RM Haster XXXXXXXXXXXx?ilJ; Change RM Missed Point Tojay: 79 Served Ly ROHANA bIntI #D DALI 8 ` GST Summarz 0ST Code Amcunt(Rn) 1 30Wo: d0ldd69*340036805 Zpod %4 Not Betumnalle  Carty Reg OV"
noisy_receipts,X51006388068.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006388068.jpg,doctr,4.152,810,"Cash, & Carry Sona Bhd. 9P217928 Sek U9, Shah Alan GST Reg No : 001951645696 05/sd400827/36805 11/05/17 10:13am SALAD BULAT 0.38 X 6.00 POSTED 2.28 Z SALAD BULAT 0.385 X 6.00 2.31 Z SIEW PAK CHOY - PKT 1 X 2.00 2.00 Z NESTUM ALL FAMILY CEREAL ORI S/P - 2500 1 X 4.19 4.19 S DAUN BAWANG 0.11 X 10.91 1.20 7 DAUN KETUMBAR THAI 0.115 X 18.96 2.18 7 ALISHAN FRUIT COCKTAIL 836G 2 X 5.95 11.90 S MIGHTY MARK BLEACH 10L 3 X 11.50 34.50 S MIGHTY MARK DISHWASH 11L 2 X 11.50 23.00 S 0V No of items: 13 Subtotal Incl. GST:RM 83.56 Rounding:Rh -0.01 Total Incl. GST:RM 83.55 Master XXXXXXXXXXXX113: 83.55 Change:RM 0.00 Missed Point Today: 79 Served by ROHANA BINTI MD DALI 8 l  XX A GST Summary AA *** GST Code Amount(RH) Tax(RM) Z 00.0% 9.77 0.00 S 06.0% 69.42 4 V Ref No: 00600696340036805 Goods D. Not Returnable, TO"
noisy_receipts,X51006388089.jpg,tesseract,0.456,282,"YONG GEN ENTERPRSS 8, JALAN SUBANES JOSS 3, 40150 SHAH ALAM, SELANGOR. TEL: 042-0710409  GST NO: 001447081824  RECEIPT #  ITEM QTY UP AMOURIT GOSS24 1400424 0.6)  ZRLIKAN BILIS  SUB-TOTAL OC 0.  TOTAL 108.00 | Obf4 CASH 108.00 CHANGE 0.00  GOODS SOLD ARE MOT RETURNABLE,  THANK YOU."
noisy_receipts,X51006388089.jpg,easyocr,6.384,480,"Cp) YONG CEN ENTERPRYSE 9 JALAN SUBANGJASA3 40150 SHAH ALAM, SELANGOR TEL; 012-9740493 GST NO: 006f4703/324 GASH REGEIFT # C30063apuz DATE: 21062017 SALESPERSON TimE: 07.s0.00 COUNTER ITEM OtY Ufp AMOUNT 055521f1D04J4 {0O 0.55 55,00 ZRL:IKAN BILIS PEK AOOT PuTiX 10oG 9556223500307 50.{J@ 50.00 SR FEI YAN BRAND YOUNGGOAN4253( TOTAL QuanTiTY {0 SUB-TOTAL 105.@o DISC O.0o CST 2.00 Ti} 0.@ ROuNDIG 0 00 18 TOTAL 103.00 GASH 103.@0 GHANGE o.oo COODS SOLDARENOT RETURNABLE; THANK YOU"
noisy_receipts,X51006388089.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006388089.jpg,doctr,2.753,500,"(P) YONG CEN ENTERPRISE 9, JALAN SUBANG JASA3, 40150 SHAH ALAM, SELANGOR. TEL: 012-9719498 GST NO: 001147981324 CASH REGEIPT #: C300030502 DATE: 21/05/2017 SALESPERSON: TIME: 07:50:00 COUNTER: ITEM OTY LP AMOUNT 9555211100434 100 0.55 55.00 ZRLIKAN BILIS PEK BOOT PUTR 100G 9555223500307 1 50.00 50.00 SR:FEI YAN BRAND YOUNG CORN 425G (E TOTAL QUANTITY 101 SUB-TOTAL 105.00 DISC 0.00 GST 3.00 N TAX 0.00 ROUNDING 0.00 TOTAL 103.00 108 CASH 103.00 GHANGE 0.00 GOODS SOLD ARE NOT RETURNABLE, THANK YOU."
noisy_receipts,X51006389894.jpg,tesseract,0.533,492,"KING’S CONFECTIONERY S/B 275500-U {JJ} 3425, Gr. Floor Jin Theater, Jinjang Utara 52100 K.L. TEL :03-47311233 (G57 ID : 000294060032) Tax Inwoice Inv No :3720275852 Date:10/10/17 20:58 Cashier :FTi1822 Ctr :01  491023 ICE-CREAM 1 58.00 9 58.00 5 211010 Portugues 46 2.00 0 12.008  fue 70.00 Pay 100.06 Change 30.00  (Total Included 6ST @€ 4% : 3.963 GOONS SOLD NOT RETURNABLE/EXCHANGEABLE! THANK YOU PLEASE COME AGAIN: | TASTY BAKING HEALTHY NATION! ! ==VYisit us online at wwa.kings.com.mys="
